"Indicator","Time","Value (USD/ZMK)"
"Currency","2005/12/15",3.34
"Currency","2005/12/14",3.32
"Currency","2005/12/13",3.35
"Currency","2005/12/12",3.43
"Currency","2005/12/09",3.40
"Currency","2005/12/08",3.40
"Currency","2005/12/07",3.63
"Currency","2005/12/06",3.58
"Currency","2005/12/05",3.48
"Currency","2005/12/02",3.47
"Currency","2005/12/01",3.32
"Currency","2005/11/30",3.28
"Currency","2005/11/29",3.48
"Currency","2005/11/28",3.70
"Currency","2005/11/25",3.81
"Currency","2005/11/24",3.86
"Currency","2005/11/23",3.95
"Currency","2005/11/22",4.03
"Currency","2005/11/21",4.00
"Currency","2005/11/18",4.05
"Currency","2005/11/17",3.99
"Currency","2005/11/16",4.08
"Currency","2005/11/15",4.05
"Currency","2005/11/14",4.09
"Currency","2005/11/11",4.13
"Currency","2005/11/10",4.10
"Currency","2005/11/09",4.08
"Currency","2005/11/08",4.09
"Currency","2005/11/07",4.15
"Currency","2005/11/04",4.18
"Currency","2005/11/03",4.05
"Currency","2005/11/02",4.31
"Currency","2005/11/01",4.30
"Currency","2005/10/31",4.31
"Currency","2005/10/28",4.10
"Currency","2005/10/27",4.09
"Currency","2005/10/26",4.03
"Currency","2005/10/25",4.05
"Currency","2005/10/24",4.25
"Currency","2005/10/21",4.05
"Currency","2005/10/20",4.20
"Currency","2005/10/19",4.35
"Currency","2005/10/18",4.40
"Currency","2005/10/17",4.31
"Currency","2005/10/14",4.29
"Currency","2005/10/13",4.29
"Currency","2005/10/12",4.40
"Currency","2005/10/11",4.41
"Currency","2005/10/10",4.46
"Currency","2005/10/07",4.45
"Currency","2005/10/06",4.46
"Currency","2005/10/05",4.41
"Currency","2005/10/04",4.46
"Currency","2005/10/03",4.50
"Currency","2005/09/30",4.45
"Currency","2005/09/29",4.50
"Currency","2005/09/28",4.33
"Currency","2005/09/27",4.33
"Currency","2005/09/26",4.30
"Currency","2005/09/23",4.36
"Currency","2005/09/22",4.38
"Currency","2005/09/21",4.36
"Currency","2005/09/20",4.32
"Currency","2005/09/19",4.35
"Currency","2005/09/16",4.33
"Currency","2005/09/15",4.35
"Currency","2005/09/14",4.32
"Currency","2005/09/13",4.38
"Currency","2005/09/12",4.51
"Currency","2005/09/09",4.52
"Currency","2005/09/08",4.50
"Currency","2005/09/07",4.54
"Currency","2005/09/06",4.54
"Currency","2005/09/05",4.56
"Currency","2005/09/02",4.60
"Currency","2005/09/01",4.39
"Currency","2005/08/31",4.32
"Currency","2005/08/30",4.33
"Currency","2005/08/29",4.33
"Currency","2005/08/26",4.28
"Currency","2005/08/25",4.28
"Currency","2005/08/24",4.31
"Currency","2005/08/23",4.30
"Currency","2005/08/22",4.25
"Currency","2005/08/19",4.25
"Currency","2005/08/18",4.28
"Currency","2005/08/17",4.36
"Currency","2005/08/16",4.38
"Currency","2005/08/15",4.36
"Currency","2005/08/12",4.35
"Currency","2005/08/11",4.40
"Currency","2005/08/10",4.38
"Currency","2005/08/09",4.43
"Currency","2005/08/08",4.48
"Currency","2005/08/05",4.50
"Currency","2005/08/04",4.59
"Currency","2005/08/03",4.56
"Currency","2005/08/02",4.58
"Currency","2005/08/01",4.58
"Currency","2005/07/29",4.63
"Currency","2005/07/28",4.61
"Currency","2005/07/27",4.60
"Currency","2005/07/26",4.61
"Currency","2005/07/25",4.62
"Currency","2005/07/22",4.68
"Currency","2005/07/21",4.60
"Currency","2005/07/20",4.60
"Currency","2005/07/19",4.60
"Currency","2005/07/18",4.57
"Currency","2005/07/15",4.58
"Currency","2005/07/14",4.57
"Currency","2005/07/13",4.58
"Currency","2005/07/12",4.59
"Currency","2005/07/11",4.61
"Currency","2005/07/08",4.60
"Currency","2005/07/07",4.65
"Currency","2005/07/06",4.63
"Currency","2005/07/05",4.64
"Currency","2005/07/04",4.66
"Currency","2005/07/01",4.65
"Currency","2005/06/30",4.67
"Currency","2005/06/29",4.63
"Currency","2005/06/28",4.65
"Currency","2005/06/27",4.69
"Currency","2005/06/24",4.65
"Currency","2005/06/23",4.63
"Currency","2005/06/22",4.68
"Currency","2005/06/21",4.68
"Currency","2005/06/20",4.63
"Currency","2005/06/17",4.68
"Currency","2005/06/16",4.76
"Currency","2005/06/15",4.71
"Currency","2005/06/14",4.75
"Currency","2005/06/13",4.70
"Currency","2005/06/10",4.68
"Currency","2005/06/09",4.68
"Currency","2005/06/08",4.67
"Currency","2005/06/07",4.65
"Currency","2005/06/06",4.76
"Currency","2005/06/03",4.64
"Currency","2005/06/02",4.72
"Currency","2005/06/01",4.71
"Currency","2005/05/31",4.68
"Currency","2005/05/30",4.76
"Currency","2005/05/27",4.65
"Currency","2005/05/26",4.62
"Currency","2005/05/25",4.64
"Currency","2005/05/24",4.61
"Currency","2005/05/23",4.65
"Currency","2005/05/20",4.63
"Currency","2005/05/19",4.65
"Currency","2005/05/18",4.64
"Currency","2005/05/17",4.66
"Currency","2005/05/16",4.69
"Currency","2005/05/13",4.66
"Currency","2005/05/12",4.73
"Currency","2005/05/11",4.74
"Currency","2005/05/10",4.68
"Currency","2005/05/09",4.64
"Currency","2005/05/06",4.68
"Currency","2005/05/05",4.65
"Currency","2005/05/04",4.58
"Currency","2005/05/03",4.68
"Currency","2005/05/02",4.65
"Currency","2005/04/29",4.65
"Currency","2005/04/28",4.66
"Currency","2005/04/27",4.61
"Currency","2005/04/26",4.63
"Currency","2005/04/25",4.60
"Currency","2005/04/22",4.60
"Currency","2005/04/21",4.60
"Currency","2005/04/20",4.60
"Currency","2005/04/19",4.56
"Currency","2005/04/18",4.58
"Currency","2005/04/15",4.58
"Currency","2005/04/14",4.60
"Currency","2005/04/13",4.58
"Currency","2005/04/12",4.63
"Currency","2005/04/11",4.67
"Currency","2005/04/08",4.65
"Currency","2005/04/07",4.65
"Currency","2005/04/06",4.65
"Currency","2005/04/05",4.68
"Currency","2005/04/04",4.58
"Currency","2005/04/01",4.64
"Currency","2005/03/31",4.64
"Currency","2005/03/30",4.64
"Currency","2005/03/29",4.65
"Currency","2005/03/28",4.64
"Currency","2005/03/25",4.64
"Currency","2005/03/24",4.64
"Currency","2005/03/23",4.61
"Currency","2005/03/22",4.66
"Currency","2005/03/21",4.69
"Currency","2005/03/18",4.68
"Currency","2005/03/17",4.68
"Currency","2005/03/16",4.69
"Currency","2005/03/15",4.66
"Currency","2005/03/14",4.70
"Currency","2005/03/11",4.73
"Currency","2005/03/10",4.70
"Currency","2005/03/09",4.67
"Currency","2005/03/08",4.69
"Currency","2005/03/07",4.68
"Currency","2005/03/04",4.74
"Currency","2005/03/03",4.69
"Currency","2005/03/02",4.69
"Currency","2005/03/01",4.69
"Currency","2005/02/28",4.66
"Currency","2005/02/25",4.66
"Currency","2005/02/24",4.70
"Currency","2005/02/23",4.68
"Currency","2005/02/22",4.70
"Currency","2005/02/21",4.70
"Currency","2005/02/18",4.69
"Currency","2005/02/17",4.74
"Currency","2005/02/16",4.70
"Currency","2005/02/15",4.70
"Currency","2005/02/14",4.70
"Currency","2005/02/11",4.73
"Currency","2005/02/10",4.70
"Currency","2005/02/09",4.69
"Currency","2005/02/08",4.71
"Currency","2005/02/07",4.70
"Currency","2005/02/04",4.73
"Currency","2005/02/03",4.72
"Currency","2005/02/02",4.70
"Currency","2005/02/01",4.77
"Currency","2005/01/31",4.70
"Currency","2005/01/28",4.70
"Currency","2005/01/27",4.71
"Currency","2005/01/26",4.71
"Currency","2005/01/25",4.67
"Currency","2005/01/24",4.73
"Currency","2005/01/21",4.74
"Currency","2005/01/20",4.74
"Currency","2005/01/19",4.73
"Currency","2005/01/18",4.75
"Currency","2005/01/17",4.75
"Currency","2005/01/14",4.73
"Currency","2005/01/13",4.75
"Currency","2005/01/12",4.75
"Currency","2005/01/11",4.75
"Currency","2005/01/10",4.75
"Currency","2005/01/07",4.71
"Currency","2005/01/06",4.70
"Currency","2005/01/05",4.72
"Currency","2005/01/04",4.71
"Currency","2005/01/03",4.70
"Currency","2004/12/31",4.70
"Currency","2004/12/30",4.71
"Currency","2004/12/29",4.65
"Currency","2004/12/28",4.65
"Currency","2004/12/27",4.60
"Currency","2004/12/24",4.60
"Currency","2004/12/23",4.58
"Currency","2004/12/22",4.60
"Currency","2004/12/21",4.55
"Currency","2004/12/20",4.57
"Currency","2004/12/17",4.55
"Currency","2004/12/16",4.55
"Currency","2004/12/15",4.60
"Currency","2004/12/14",4.65
"Currency","2004/12/13",4.58
"Currency","2004/12/10",4.50
"Currency","2004/12/09",4.48
"Currency","2004/12/08",4.49
"Currency","2004/12/07",4.56
"Currency","2004/12/06",4.60
"Currency","2004/12/03",4.61
"Currency","2004/12/02",4.72
"Currency","2004/12/01",4.71
"Currency","2004/11/30",4.74
"Currency","2004/11/29",4.73
"Currency","2004/11/26",4.76
"Currency","2004/11/25",4.74
"Currency","2004/11/24",4.77
"Currency","2004/11/23",4.77
"Currency","2004/11/22",4.76
"Currency","2004/11/19",4.77
"Currency","2004/11/18",4.80
"Currency","2004/11/17",4.78
"Currency","2004/11/16",4.81
"Currency","2004/11/15",4.82
"Currency","2004/11/12",4.81
"Currency","2004/11/11",4.83
"Currency","2004/11/10",4.83
"Currency","2004/11/09",4.81
"Currency","2004/11/08",4.81
"Currency","2004/11/05",4.79
"Currency","2004/11/04",4.80
"Currency","2004/11/03",4.78
"Currency","2004/11/02",4.75
"Currency","2004/11/01",4.79
"Currency","2004/10/29",4.80
"Currency","2004/10/28",4.76
"Currency","2004/10/27",4.81
"Currency","2004/10/26",4.80
"Currency","2004/10/25",4.86
"Currency","2004/10/22",4.85
"Currency","2004/10/21",4.88
"Currency","2004/10/20",4.88
"Currency","2004/10/19",4.88
"Currency","2004/10/18",4.88
"Currency","2004/10/15",4.90
"Currency","2004/10/14",4.88
"Currency","2004/10/13",4.88
"Currency","2004/10/12",4.88
"Currency","2004/10/11",4.88
"Currency","2004/10/08",4.88
"Currency","2004/10/07",4.89
"Currency","2004/10/06",4.88
"Currency","2004/10/05",4.88
"Currency","2004/10/04",4.88
"Currency","2004/10/01",4.84
"Currency","2004/09/30",4.83
"Currency","2004/09/29",4.84
"Currency","2004/09/28",4.87
"Currency","2004/09/27",4.81
"Currency","2004/09/24",4.83
"Currency","2004/09/23",4.87
"Currency","2004/09/22",4.80
"Currency","2004/09/21",4.80
"Currency","2004/09/20",4.80
"Currency","2004/09/17",4.82
"Currency","2004/09/16",4.82
"Currency","2004/09/15",4.84
"Currency","2004/09/14",4.80
"Currency","2004/09/13",4.84
"Currency","2004/09/10",4.80
"Currency","2004/09/09",4.80
"Currency","2004/09/08",4.80
"Currency","2004/09/07",4.78
"Currency","2004/09/06",4.80
"Currency","2004/09/03",4.76
"Currency","2004/09/02",4.76
"Currency","2004/09/01",4.77
"Currency","2004/08/31",4.77
"Currency","2004/08/30",4.81
"Currency","2004/08/27",4.76
"Currency","2004/08/26",4.75
"Currency","2004/08/25",4.80
"Currency","2004/08/24",4.75
"Currency","2004/08/23",4.83
"Currency","2004/08/20",4.76
"Currency","2004/08/19",4.74
"Currency","2004/08/18",4.75
"Currency","2004/08/17",4.76
"Currency","2004/08/16",4.75
"Currency","2004/08/13",4.74
"Currency","2004/08/12",4.78
"Currency","2004/08/11",4.80
"Currency","2004/08/10",4.74
"Currency","2004/08/09",4.75
"Currency","2004/08/06",4.75
"Currency","2004/08/05",4.76
"Currency","2004/08/04",4.75
"Currency","2004/08/03",4.77
"Currency","2004/08/02",4.75
"Currency","2004/07/30",4.75
"Currency","2004/07/29",4.76
"Currency","2004/07/28",4.79
"Currency","2004/07/27",4.76
"Currency","2004/07/26",4.75
"Currency","2004/07/23",4.75
"Currency","2004/07/22",4.76
"Currency","2004/07/21",4.79
"Currency","2004/07/20",4.76
"Currency","2004/07/19",4.77
"Currency","2004/07/16",4.76
"Currency","2004/07/15",4.78
"Currency","2004/07/14",4.81
"Currency","2004/07/13",4.83
"Currency","2004/07/12",4.79
"Currency","2004/07/09",4.78
"Currency","2004/07/08",4.78
"Currency","2004/07/07",4.75
"Currency","2004/07/06",4.78
"Currency","2004/07/05",4.80
"Currency","2004/07/02",4.76
"Currency","2004/07/01",4.75
"Currency","2004/06/30",4.75
"Currency","2004/06/29",4.83
"Currency","2004/06/28",4.83
"Currency","2004/06/25",4.83
"Currency","2004/06/24",4.83
"Currency","2004/06/23",4.82
"Currency","2004/06/22",4.88
"Currency","2004/06/21",4.85
"Currency","2004/06/18",4.87
"Currency","2004/06/17",4.86
"Currency","2004/06/16",4.86
"Currency","2004/06/15",4.81
"Currency","2004/06/14",4.80
"Currency","2004/06/11",4.80
"Currency","2004/06/10",4.83
"Currency","2004/06/09",4.76
"Currency","2004/06/08",4.80
"Currency","2004/06/07",4.81
"Currency","2004/06/04",4.81
"Currency","2004/06/03",4.78
"Currency","2004/06/02",4.75
"Currency","2004/06/01",4.79
"Currency","2004/05/31",4.78
"Currency","2004/05/28",4.76
"Currency","2004/05/27",4.77
"Currency","2004/05/26",4.78
"Currency","2004/05/25",4.77
"Currency","2004/05/24",4.75
"Currency","2004/05/21",4.78
"Currency","2004/05/20",4.78
"Currency","2004/05/19",4.77
"Currency","2004/05/18",4.73
"Currency","2004/05/17",4.74
"Currency","2004/05/14",4.77
"Currency","2004/05/13",4.73
"Currency","2004/05/12",4.72
"Currency","2004/05/11",4.72
"Currency","2004/05/10",4.74
"Currency","2004/05/07",4.78
"Currency","2004/05/06",4.78
"Currency","2004/05/05",4.73
"Currency","2004/05/04",4.75
"Currency","2004/05/03",4.76
"Currency","2004/04/30",4.75
"Currency","2004/04/29",4.75
"Currency","2004/04/28",4.75
"Currency","2004/04/27",4.75
"Currency","2004/04/26",4.75
"Currency","2004/04/23",4.74
"Currency","2004/04/22",4.71
"Currency","2004/04/21",4.74
"Currency","2004/04/20",4.74
"Currency","2004/04/19",4.73
"Currency","2004/04/16",4.74
"Currency","2004/04/15",4.74
"Currency","2004/04/14",4.75
"Currency","2004/04/13",4.70
"Currency","2004/04/12",4.76
"Currency","2004/04/09",4.76
"Currency","2004/04/08",4.76
"Currency","2004/04/07",4.75
"Currency","2004/04/06",4.71
"Currency","2004/04/05",4.71
"Currency","2004/04/02",4.72
"Currency","2004/04/01",4.75
"Currency","2004/03/31",4.68
"Currency","2004/03/30",4.68
"Currency","2004/03/29",4.73
"Currency","2004/03/26",4.73
"Currency","2004/03/25",4.73
"Currency","2004/03/24",4.66
"Currency","2004/03/23",4.69
"Currency","2004/03/22",4.66
"Currency","2004/03/19",4.66
"Currency","2004/03/18",4.70
"Currency","2004/03/17",4.76
"Currency","2004/03/16",4.70
"Currency","2004/03/15",4.70
"Currency","2004/03/12",4.70
"Currency","2004/03/11",4.70
"Currency","2004/03/10",4.70
"Currency","2004/03/09",4.73
"Currency","2004/03/08",4.73
"Currency","2004/03/05",4.72
"Currency","2004/03/04",4.73
"Currency","2004/03/03",4.72
"Currency","2004/03/02",4.75
"Currency","2004/03/01",4.75
"Currency","2004/02/27",4.74
"Currency","2004/02/26",4.81
"Currency","2004/02/25",4.75
"Currency","2004/02/24",4.75
"Currency","2004/02/23",4.75
"Currency","2004/02/20",4.75
"Currency","2004/02/19",4.75
"Currency","2004/02/18",4.75
"Currency","2004/02/17",4.75
"Currency","2004/02/16",4.75
"Currency","2004/02/13",4.79
"Currency","2004/02/12",4.75
"Currency","2004/02/11",4.75
"Currency","2004/02/10",4.75
"Currency","2004/02/09",4.79
"Currency","2004/02/06",4.75
"Currency","2004/02/05",4.75
"Currency","2004/02/04",4.75
"Currency","2004/02/03",4.73
"Currency","2004/02/02",4.75
"Currency","2004/01/30",4.75
"Currency","2004/01/29",4.76
"Currency","2004/01/28",4.77
"Currency","2004/01/27",4.77
"Currency","2004/01/26",4.78
"Currency","2004/01/23",4.79
"Currency","2004/01/22",4.78
"Currency","2004/01/21",4.79
"Currency","2004/01/20",4.79
"Currency","2004/01/19",4.78
"Currency","2004/01/16",4.75
"Currency","2004/01/15",4.76
"Currency","2004/01/14",4.78
"Currency","2004/01/13",4.77
"Currency","2004/01/12",4.79
"Currency","2004/01/09",4.78
"Currency","2004/01/08",4.77
"Currency","2004/01/07",4.74
"Currency","2004/01/06",4.70
"Currency","2004/01/05",4.50
"Currency","2004/01/02",4.53
"Currency","2004/01/01",4.50
"Currency","2003/12/31",4.50
"Currency","2003/12/30",4.50
"Currency","2003/12/29",4.50
"Currency","2003/12/26",4.25
"Currency","2003/12/25",4.29
"Currency","2003/12/24",4.29
"Currency","2003/12/23",4.33
"Currency","2003/12/22",4.41
"Currency","2003/12/19",4.41
"Currency","2003/12/18",4.47
"Currency","2003/12/17",4.50
"Currency","2003/12/16",4.56
"Currency","2003/12/15",4.55
"Currency","2003/12/12",4.61
"Currency","2003/12/11",4.69
"Currency","2003/12/10",4.68
"Currency","2003/12/09",4.72
"Currency","2003/12/08",4.74
"Currency","2003/12/05",4.74
"Currency","2003/12/04",4.74
"Currency","2003/12/03",4.80
"Currency","2003/12/02",4.76
"Currency","2003/12/01",4.75
"Currency","2003/11/28",4.75
"Currency","2003/11/27",4.74
"Currency","2003/11/26",4.74
"Currency","2003/11/25",4.74
"Currency","2003/11/24",4.75
"Currency","2003/11/21",4.75
"Currency","2003/11/20",4.75
"Currency","2003/11/19",4.75
"Currency","2003/11/18",4.76
"Currency","2003/11/17",4.74
"Currency","2003/11/14",4.76
"Currency","2003/11/13",4.75
"Currency","2003/11/12",4.77
"Currency","2003/11/11",4.75
"Currency","2003/11/10",4.75
"Currency","2003/11/07",4.78
"Currency","2003/11/06",4.76
"Currency","2003/11/05",4.76
"Currency","2003/11/04",4.83
"Currency","2003/11/03",4.78
"Currency","2003/10/31",4.79
"Currency","2003/10/30",4.79
"Currency","2003/10/29",4.74
"Currency","2003/10/28",4.73
"Currency","2003/10/27",4.75
"Currency","2003/10/24",4.75
"Currency","2003/10/23",4.75
"Currency","2003/10/22",4.74
"Currency","2003/10/21",4.73
"Currency","2003/10/20",4.75
"Currency","2003/10/17",4.75
"Currency","2003/10/16",4.75
"Currency","2003/10/15",4.73
"Currency","2003/10/14",4.74
"Currency","2003/10/13",4.73
"Currency","2003/10/10",4.73
"Currency","2003/10/09",4.74
"Currency","2003/10/08",4.75
"Currency","2003/10/07",4.73
"Currency","2003/10/06",4.75
"Currency","2003/10/03",4.70
"Currency","2003/10/02",4.78
"Currency","2003/10/01",4.80
"Currency","2003/09/30",4.79
"Currency","2003/09/29",4.80
"Currency","2003/09/26",4.75
"Currency","2003/09/25",4.73
"Currency","2003/09/24",4.72
"Currency","2003/09/23",4.71
"Currency","2003/09/22",4.70
"Currency","2003/09/19",4.69
"Currency","2003/09/18",4.68
"Currency","2003/09/17",4.70
"Currency","2003/09/16",4.75
"Currency","2003/09/15",4.75
"Currency","2003/09/12",4.75
"Currency","2003/09/11",4.75
"Currency","2003/09/10",4.76
"Currency","2003/09/09",4.75
"Currency","2003/09/08",4.77
"Currency","2003/09/05",4.78
"Currency","2003/09/04",4.79
"Currency","2003/09/03",4.80
"Currency","2003/09/02",4.82
"Currency","2003/09/01",4.79
"Currency","2003/08/29",4.71
"Currency","2003/08/28",4.70
"Currency","2003/08/27",4.65
"Currency","2003/08/26",4.65
"Currency","2003/08/25",4.69
"Currency","2003/08/22",4.68
"Currency","2003/08/21",4.65
"Currency","2003/08/20",4.75
"Currency","2003/08/19",4.75
"Currency","2003/08/18",4.79
"Currency","2003/08/15",4.72
"Currency","2003/08/14",4.80
"Currency","2003/08/13",4.82
"Currency","2003/08/12",4.79
"Currency","2003/08/11",4.78
"Currency","2003/08/08",4.74
"Currency","2003/08/07",4.62
"Currency","2003/08/06",4.58
"Currency","2003/08/05",4.56
"Currency","2003/08/04",4.61
"Currency","2003/08/01",4.60
"Currency","2003/07/31",4.59
"Currency","2003/07/30",4.56
"Currency","2003/07/29",4.55
"Currency","2003/07/28",4.64
"Currency","2003/07/25",4.61
"Currency","2003/07/24",4.59
"Currency","2003/07/23",4.64
"Currency","2003/07/22",4.75
"Currency","2003/07/21",4.69
"Currency","2003/07/18",4.66
"Currency","2003/07/17",4.69
"Currency","2003/07/16",4.70
"Currency","2003/07/15",4.78
"Currency","2003/07/14",4.81
"Currency","2003/07/11",4.81
"Currency","2003/07/10",4.78
"Currency","2003/07/09",4.78
"Currency","2003/07/08",4.77
"Currency","2003/07/07",4.77
"Currency","2003/07/04",4.77
"Currency","2003/07/03",4.77
"Currency","2003/07/02",4.77
"Currency","2003/07/01",4.79
"Currency","2003/06/30",4.77
"Currency","2003/06/27",4.77
"Currency","2003/06/26",4.81
"Currency","2003/06/25",4.81
"Currency","2003/06/24",4.83
"Currency","2003/06/23",4.77
"Currency","2003/06/20",4.75
"Currency","2003/06/19",4.82
"Currency","2003/06/18",4.77
"Currency","2003/06/17",4.77
"Currency","2003/06/16",4.77
"Currency","2003/06/13",4.78
"Currency","2003/06/12",4.77
"Currency","2003/06/11",4.77
"Currency","2003/06/10",4.81
"Currency","2003/06/09",4.78
"Currency","2003/06/06",4.79
"Currency","2003/06/05",4.78
"Currency","2003/06/04",4.78
"Currency","2003/06/03",4.75
"Currency","2003/06/02",4.76
"Currency","2003/05/30",4.78
"Currency","2003/05/29",4.77
"Currency","2003/05/28",4.75
"Currency","2003/05/27",4.79
"Currency","2003/05/26",4.80
"Currency","2003/05/23",4.78
"Currency","2003/05/22",4.79
"Currency","2003/05/21",4.81
"Currency","2003/05/20",4.83
"Currency","2003/05/19",4.84
"Currency","2003/05/16",4.79
"Currency","2003/05/15",4.80
"Currency","2003/05/14",4.78
"Currency","2003/05/13",4.78
"Currency","2003/05/12",4.78
"Currency","2003/05/09",4.80
"Currency","2003/05/08",4.78
"Currency","2003/05/07",4.76
"Currency","2003/05/06",4.77
"Currency","2003/05/05",4.79
"Currency","2003/05/02",4.77
"Currency","2003/05/01",4.77
"Currency","2003/04/30",4.78
"Currency","2003/04/29",4.79
"Currency","2003/04/28",4.81
"Currency","2003/04/25",4.80
"Currency","2003/04/24",4.80
"Currency","2003/04/23",4.78
"Currency","2003/04/22",4.84
"Currency","2003/04/21",4.85
"Currency","2003/04/18",4.85
"Currency","2003/04/17",4.85
"Currency","2003/04/16",4.85
"Currency","2003/04/15",4.86
"Currency","2003/04/14",4.85
"Currency","2003/04/11",4.86
"Currency","2003/04/10",4.87
"Currency","2003/04/09",4.87
"Currency","2003/04/08",4.88
"Currency","2003/04/07",4.87
"Currency","2003/04/04",4.88
"Currency","2003/04/03",4.86
"Currency","2003/04/02",4.88
"Currency","2003/04/01",4.84
"Currency","2003/03/31",4.90
"Currency","2003/03/28",4.89
"Currency","2003/03/27",4.88
"Currency","2003/03/26",4.87
"Currency","2003/03/25",4.88
"Currency","2003/03/24",4.90
"Currency","2003/03/21",4.78
"Currency","2003/03/20",4.94
"Currency","2003/03/19",4.99
"Currency","2003/03/18",4.93
"Currency","2003/03/17",4.91
"Currency","2003/03/14",5.03
"Currency","2003/03/13",5.05
"Currency","2003/03/12",5.00
"Currency","2003/03/11",5.04
"Currency","2003/03/10",5.01
"Currency","2003/03/07",4.95
"Currency","2003/03/06",4.90
"Currency","2003/03/05",5.04
"Currency","2003/03/04",5.02
"Currency","2003/03/03",4.95
"Currency","2003/02/28",5.04
"Currency","2003/02/27",5.05
"Currency","2003/02/26",5.00
"Currency","2003/02/25",5.11
"Currency","2003/02/24",5.05
"Currency","2003/02/21",5.05
"Currency","2003/02/20",5.09
"Currency","2003/02/19",5.10
"Currency","2003/02/18",5.18
"Currency","2003/02/17",5.18
"Currency","2003/02/14",5.25
"Currency","2003/02/13",5.21
"Currency","2003/02/12",5.23
"Currency","2003/02/11",5.10
"Currency","2003/02/10",5.02
"Currency","2003/02/07",5.05
"Currency","2003/02/06",5.10
"Currency","2003/02/05",5.10
"Currency","2003/02/04",5.10
"Currency","2003/02/03",5.03
"Currency","2003/01/31",5.06
"Currency","2003/01/30",4.95
"Currency","2003/01/29",4.91
"Currency","2003/01/28",4.95
"Currency","2003/01/27",4.90
"Currency","2003/01/24",4.88
"Currency","2003/01/23",4.80
"Currency","2003/01/22",4.70
"Currency","2003/01/21",4.70
"Currency","2003/01/20",4.70
"Currency","2003/01/17",4.70
"Currency","2003/01/16",4.70
"Currency","2003/01/15",4.58
"Currency","2003/01/14",4.58
"Currency","2003/01/13",4.58
"Currency","2003/01/10",4.29
"Currency","2003/01/09",4.35
"Currency","2003/01/08",4.33
"Currency","2003/01/07",4.33
"Currency","2003/01/06",4.38
"Currency","2003/01/03",4.38
"Currency","2003/01/02",4.46
"Currency","2003/01/01",4.55
"Currency","2002/12/31",4.55
"Currency","2002/12/30",4.55
"Currency","2002/12/27",4.55
"Currency","2002/12/26",4.55
"Currency","2002/12/25",4.55
"Currency","2002/12/24",4.55
"Currency","2002/12/23",4.60
"Currency","2002/12/20",4.65
"Currency","2002/12/19",4.75
"Currency","2002/12/18",4.80
"Currency","2002/12/17",4.95
"Currency","2002/12/16",4.95
"Currency","2002/12/13",4.95
"Currency","2002/12/12",4.95
"Currency","2002/12/11",4.95
"Currency","2002/12/10",4.95
"Currency","2002/12/09",4.95
"Currency","2002/12/06",4.95
"Currency","2002/12/05",4.95
"Currency","2002/12/04",4.95
"Currency","2002/12/03",4.95
"Currency","2002/12/02",4.95
"Currency","2002/11/29",4.95
"Currency","2002/11/28",5.06
"Currency","2002/11/27",4.95
"Currency","2002/11/26",4.95
"Currency","2002/11/25",5.05
"Currency","2002/11/22",5.02
"Currency","2002/11/21",4.99
"Currency","2002/11/20",4.98
"Currency","2002/11/19",4.97
"Currency","2002/11/18",4.82
"Currency","2002/11/15",4.82
"Currency","2002/11/14",4.82
"Currency","2002/11/13",4.73
"Currency","2002/11/12",4.73
"Currency","2002/11/11",4.73
"Currency","2002/11/08",4.73
"Currency","2002/11/07",4.73
"Currency","2002/11/06",4.67
"Currency","2002/11/05",4.73
"Currency","2002/11/04",4.71
"Currency","2002/11/01",4.72
"Currency","2002/10/31",4.71
"Currency","2002/10/30",4.71
"Currency","2002/10/29",4.75
"Currency","2002/10/28",4.69
"Currency","2002/10/25",4.71
"Currency","2002/10/24",4.55
"Currency","2002/10/23",4.74
"Currency","2002/10/22",4.55
"Currency","2002/10/21",4.55
"Currency","2002/10/18",4.65
"Currency","2002/10/17",4.55
"Currency","2002/10/16",4.50
"Currency","2002/10/15",4.50
"Currency","2002/10/14",4.50
"Currency","2002/10/11",4.50
"Currency","2002/10/10",4.50
"Currency","2002/10/09",4.50
"Currency","2002/10/08",4.50
"Currency","2002/10/07",4.50
"Currency","2002/10/04",4.50
"Currency","2002/10/03",4.50
"Currency","2002/10/02",4.50
"Currency","2002/10/01",4.50
"Currency","2002/09/30",4.50
"Currency","2002/09/27",4.50
"Currency","2002/09/26",4.50
"Currency","2002/09/25",4.50
"Currency","2002/09/24",4.50
"Currency","2002/09/23",4.50
"Currency","2002/09/20",4.50
"Currency","2002/09/19",4.50
"Currency","2002/09/18",4.50
"Currency","2002/09/17",4.50
"Currency","2002/09/16",4.50
"Currency","2002/09/13",4.50
"Currency","2002/09/12",4.50
"Currency","2002/09/11",4.50
"Currency","2002/09/10",4.50
"Currency","2002/09/09",4.50
"Currency","2002/09/06",4.50
"Currency","2002/09/05",4.50
"Currency","2002/09/04",4.50
"Currency","2002/09/03",4.50
"Currency","2002/09/02",4.50
"Currency","2002/08/30",4.50
"Currency","2002/08/29",4.50
"Currency","2002/08/28",4.50
"Currency","2002/08/27",4.50
"Currency","2002/08/26",4.50
"Currency","2002/08/23",4.50
"Currency","2002/08/22",4.50
"Currency","2002/08/21",4.50
"Currency","2002/08/20",4.50
"Currency","2002/08/19",4.50
"Currency","2002/08/16",4.50
"Currency","2002/08/15",4.50
"Currency","2002/08/14",4.50
"Currency","2002/08/13",4.50
